year,age,band,sex,mass,date,jday,nest,day,wet_dry,warm_cold
2016,N,1783-74318,,57.3,NA,0,A29_2016,23,Dry,Cold
2016,N,1783-74317,,64.2,NA,0,A29_2016,23,Dry,Cold
2009,N,64713,F,42.5,NA,0,A4_2009,23,Dry,Cold
2012,N,1783-64340,,55.9,NA,0,A4_2012,23,Wet,Warm
2012,N,1783-64339,,45.3,NA,0,A4_2012,23,Wet,Warm
2016,N,1783-74309,,63.7,NA,0,A4_2016,23,Dry,Cold
2019,N,1833-32601,,59.2,NA,0,A40_2019,23,Dry,Cold
2019,N,1833-32603,,56.5,NA,0,A40_2019,23,Dry,Cold
2019,N,1833-32611,,61.2,NA,0,A7_2019,23,Dry,Cold
2019,N,1833-32587,,56.4,NA,0,A7_2019,23,Dry,Cold
2007,N,64539,F,54,NA,0,A8_2007,23,Wet,Warm
2007,N,64540,F,54.5,NA,0,A8_2007,23,Wet,Warm
2013,N,1833-64418,,60,NA,0,A8_2013,23,Dry,Cold
2019,N,1833-32620,,61.1,NA,0,A8_2019,23,Dry,Cold
2005,F,64466,M,52,NA,0,B1_2005,23,Wet,Warm
2005,F,64468,F,61,NA,0,B1_2005,23,Wet,Warm
2009,F,64709,F,55,NA,0,B1_2009,23,Dry,Cold
2011,F,64892,M,62,NA,0,B1_2011,23,Wet,Warm
2005,N,64469,M,59.5,NA,0,B10_2005,23,Wet,Warm
2005,N,64470,M,59.5,NA,0,B10_2005,23,Wet,Warm
2015,N,1833-03180,,65.9,NA,0,B11_2015,23,Wet,Warm
2011,F,64847,F,65,NA,0,B18_2011,23,Wet,Warm
2011,F,64807,M,56,NA,0,B19_2011,23,Wet,Warm
2011,F,64809,M,54.5,NA,0,B19_2011,23,Wet,Warm
2011,F,64857,F,56.5,NA,0,B19_2011,23,Wet,Warm
2008,F,64664,M,51.5,NA,0,B5_2008,23,Dry,Cold
2016,N,1783-74327,,57.9,NA,0,B6_2016,23,Dry,Cold
2013,F,1783-64434,,60,NA,0,A10_2013,24,Dry,Cold
2013,F,1783-64435,,58.5,NA,0,A10_2013,24,Dry,Cold
2008,N,64640,M,53.5,NA,0,A13_2008,24,Dry,Cold
2011,F,64865,F,54,NA,0,A13_2011,24,Wet,Warm
2010,N,64779,F,49.9,NA,0,A18_2010,24,Dry,Cold
2010,N,64778,,58,NA,0,A18_2010,24,Dry,Cold
2010,N,64780,F,60.6,NA,0,A18_2010,24,Dry,Cold
2013,N,1783-64426,,56.3,NA,0,A18_2013,24,Dry,Cold
2013,N,1783-64424,,59.2,NA,0,A18_2013,24,Dry,Cold
2008,N,64638,M,58,NA,0,A2_2008,24,Dry,Cold
2009,N,64693,F,48,NA,0,A2_2009,24,Dry,Cold
2009,N,64714,F,50.1,NA,0,A2_2009,24,Dry,Cold
2015,N,1833-03292,,50.5,NA,0,A2_2015,24,Wet,Warm
2015,N,1833-03290,,56.6,NA,0,A2_2015,24,Wet,Warm
2015,N,1833-03291,,53.3,NA,0,A2_2015,24,Wet,Warm
2016,N,1783-74318,,55.8,NA,0,A29_2016,24,Dry,Cold
2016,N,1783-74344,,37.1,NA,0,A29_2016,24,Dry,Cold
2010,N,64815,F,54.2,NA,0,A4_2010,24,Dry,Cold
2011,N,64804,F,53.7,NA,0,A4_2011,24,Wet,Warm
2012,N,1783-64339,,53.1,NA,0,A4_2012,24,Wet,Warm
2016,N,1783-74308,,62,NA,0,A4_2016,24,Dry,Cold
2007,N,64540,F,52,NA,0,A8_2007,24,Wet,Warm
2013,N,1833-64418,,59.7,NA,0,A8_2013,24,Dry,Cold
2013,F,1833-64418,,59.7,NA,0,A8_2013,24,Dry,Cold
2005,F,64466,M,50,NA,0,B1_2005,24,Wet,Warm
2005,F,64467,M,52,NA,0,B1_2005,24,Wet,Warm
2008,F,64645,M,54.5,NA,0,B1_2008,24,Dry,Cold
2008,F,64646,F,51.5,NA,0,B1_2008,24,Dry,Cold
2008,N,64647,M,62.5,NA,0,B17_2005,24,Dry,Cold
2016,N,1783-74326,,59.2,NA,0,B6_2016,24,Dry,Cold
2010,N,64778,,62.5,NA,0,A18_2010,25,Dry,Cold
2009,N,64714,F,51.2,NA,0,A2_2009,25,Dry,Cold
2015,N,1833-03292,,52.2,NA,0,A2_2015,25,Wet,Warm
2018,N,1833-32565,,60.1,NA,0,A20_2018,25,Wet,Warm
2018,N,1833-32566,,60.7,NA,0,A20_2018,25,Wet,Warm
2009,N,64713,F,46.5,NA,0,A4_2009,25,Dry,Cold
2011,N,64804,F,55,NA,0,A4_2011,25,Wet,Warm
2011,N,64873,F,47,NA,0,A4_2011,25,Wet,Warm
2012,N,1783-64340,,50.5,NA,0,A4_2012,25,Wet,Warm
2016,N,1783-74308,,61.4,NA,0,A4_2016,25,Dry,Cold
2010,F,64816,F,55,NA,0,A40_2010,25,Dry,Cold
2009,F,64652,,55.5,NA,0,A8_2009,25,Dry,Cold
2009,F,64683,M,54,NA,0,A8_2009,25,Dry,Cold
2008,F,64670,F,64.5,NA,0,B5_2008,25,Dry,Cold
2009,F,64721,M,52.5,NA,0,B5_2009,25,Dry,Cold
2009,N,64714,F,47,NA,0,A2_2009,26,Dry,Cold
2015,N,1833-03292,,53.3,NA,0,A2_2015,26,Wet,Warm
2016,F,1783-74350,,54.5,NA,0,A7_2016,26,Dry,Cold
2009,F,64722,M,55.2,NA,0,B5_2009,26,Dry,Cold
2016,F,1833-03376,,52,NA,0,B5_2016,26,Dry,Cold
2008,F,64646,F,52,NA,0,B1_2008,27,Dry,Cold
2006,N,64523,F,52,NA,0,B6_2006,27,Dry,Cold
